
喜爱频道,#genre#
2021东方卫视春晚,https://d.mhqiyi.com/20210212/z6r5mPzx/index.m3u8
2021云南省春节联欢晚会,https://d.mhqiyi.com/20210212/LhPu3ORr/index.m3u8
全球华人线上春节联欢会,https://d.mhqiyi.com/20210212/xPELJysF/index.m3u8
2021“欢乐春节”文艺盛典,https://mhcdn.mhqiyi.com/20210212/NzXkUmbj/index.m3u8
百花迎春2021春节大联欢HD,https://d.mhqiyi.com/20210212/L8yFIpIg/index.m3u8
2021湖北卫视团年饭新春特别节目,https://mhcdn.mhqiyi.com/20210211/ALy4XN8d/index.m3u8
2021年江苏卫视春节联欢晚会,https://xigua-cdn.haima-zuida.com/20210212/19872_f5176d4d/index.m3u8
2021全球华侨华人春晚,https://douban.donghongzuida.com/20210213/17330_16e0da6e/index.m3u8
2021春节藏历新年联欢晚会,https://youku.cdn33-okzy.com/20210211/1186_b85dd38d/index.m3u8
2021年山东卫视春节联欢晚会,https://youku.cdn33-okzy.com/20210211/1187_cd02f17c/index.m3u8
2021年天津卫视德云社相声春晚,https://youku.cdn33-okzy.com/20210211/1188_77d928dd/index.m3u8
2021年安徽卫视春节联欢晚会,https://youku.cdn33-okzy.com/20210211/1189_302099d7/index.m3u8
春晚合辑,#genre#
央视春晚第一部分,https://hls.cntv.baishancdnx.cn/asp/hls/2000/0303000a/3/default/9878c93f48e4492094dc91b0d0372537/2000.m3u8
央视春晚第二部分,https://hls.cntv.baishancdnx.cn/asp/hls/2000/0303000a/3/default/77ff622c7cc746d9858e35ac9c3bc1ef/2000.m3u8
央视春晚第三部分,https://hls.cntv.baishancdnx.cn/asp/hls/2000/0303000a/3/default/823faf2983b143ce965f4cd75945ab74/2000.m3u8
央视春晚第四部分,https://hls.cntv.baishancdnx.cn/asp/hls/2000/0303000a/3/default/2ef8aa8321a54abf85d630d5f07f197c/2000.m3u8
央视春节联欢晚会（全场）,https://mhcdn.mhqiyi.com/20210211/Mzsb1J1j/index.m3u8#https://youku.bunediy.com/20210212/3zF7jPwp/index.m3u8#https://guihua.feifei-kuyun.com/20200125/29492_7180cd54/index.m3u8
辽宁春节联欢晚会,https://www.shunyiwenxiu.com/data/youku/m3u8/XNTA3MzA0NzA5Mg==.m3u8
天津德云社春晚,http://39.135.238.76/otttv.bj.chinamobile.com/TVOD/88888888/224/3221226502/1.m3u8?playseek=20210210194354-20210210232000#https://youku.cdn33-okzy.com/20210211/1188_77d928dd/index.m3u8
江苏春节联欢晚会,https://xigua-cdn.haima-zuida.com/20210212/19872_f5176d4d/index.m3u8
全球华侨华人春晚,https://douban.donghongzuida.com/20210213/17330_16e0da6e/index.m3u8
藏历新年联欢晚会,https://youku.cdn33-okzy.com/20210211/1186_b85dd38d/index.m3u8
山东春节联欢晚会,https://www.shunyiwenxiu.com/data/youku/m3u8/afac4eaa4cdf433da41b.m3u8#https://youku.cdn33-okzy.com/20210211/1187_cd02f17c/index.m3u8
安徽春节联欢晚会,https://youku.cdn33-okzy.com/20210211/1189_302099d7/index.m3u8
东方卫视春节联欢晚会,https://www.shunyiwenxiu.com/data/youku/m3u8/XNTA3MzE2MTQxNg==.m3u8#https://d.mhqiyi.com/20210212/z6r5mPzx/index.m3u8
云南春节联欢晚会,https://d.mhqiyi.com/20210212/LhPu3ORr/index.m3u8
全球华人线上春节联欢会,https://d.mhqiyi.com/20210212/xPELJysF/index.m3u8
“欢乐春节”文艺盛典,https://mhcdn.mhqiyi.com/20210212/NzXkUmbj/index.m3u8
百花迎春2021春节大联欢HD,https://d.mhqiyi.com/20210212/L8yFIpIg/index.m3u8
湖北卫视春晚,https://mhcdn.mhqiyi.com/20210211/ALy4XN8d/index.m3u8
广东春节联欢晚会,https://mhcdn.mhqiyi.com/20210212/zMHvPQPR/index.m3u8
福建春节联欢晚会,https://www.shunyiwenxiu.com/data/youku/m3u8/XNTA3MzE3MTY2OA==.m3u8#https://d.mhqiyi.com/20210212/BRYggIsd/index.m3u8
湖南春节联欢晚会,https://mhcdn.mhqiyi.com/20210212/kuQ88HII/index.m3u8
北京春节联欢晚会,https://d.mhqiyi.com/20210212/lO8Q8mgY/index.m3u8
吉林春节联欢晚会,https://www.shunyiwenxiu.com/data/youku/m3u8/cabaf35adfef47feae43.m3u8
四川春节联欢晚会,https://www.shunyiwenxiu.com/data/youku/m3u8/XNTA3MzAwODIxMg==.m3u8
嘉佳卡通卫视春节联欢晚会,https://www.shunyiwenxiu.com/data/youku/m3u8/XNTEwMTQ4Mzk1Ng==.m3u8
百花迎春晚会,#genre#
2021“欢乐春节”文艺盛典,https://mhcdn.mhqiyi.com/20210212/NzXkUmbj/index.m3u8
百花迎春2021春节大联欢HD,https://d.mhqiyi.com/20210212/L8yFIpIg/index.m3u8
2021湖北卫视团年饭新春特别节目,https://mhcdn.mhqiyi.com/20210211/ALy4XN8d/index.m3u8
2016年,https://ugcbsy.qq.com/uwMROfz2r5zAoaQXGdGnC2dfhzkrvqBxjTHFA2hC4m2Yr1g7/x0192t420oo.m701.mp4?sdtfrom=v5010&guid=cb3cee2f49bc1a21a6176cb1c337c2e8&vkey=B783C7E64CA183909AAB5C4E3F1D2F55B84B87CCCFBA6854FAEE1A439003A721867A8CFA1ADC6C3ECB9CCE522F015E1F69E105443B33272FBB85421DC88E90CFA3ADFC0AC92FA7CC20D7AAAE9CC2F4347D2549FCFA824572E9DC6483A1FA615FDA26277648623BDE4F20A56B46EBD96034B0ABF384AA9904C3D3C52E5FE9980B&platform=2
2019年,https://rescdn.yishihui.com/longvideo/transcode/video/live/201905301885618UgHvkjVyWXOEoY4K6A.m3u8
2020年,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20200128/6799382qfg4DLos2ts6O0dudy.m3u8

流行歌曲,#genre#
西海情歌,https://rescdn.yishihui.com/longvideo/transcode/video/20190211/5623330miLkhSho5ndJuzfitI.m3u8
明天会更好,https://rescdn.yishihui.com/longvideo/transcode/video/live/20191025/5623330EaBkagf7rZCC7Ea7so.m3u8
走天涯,https://rescdn.yishihui.com/longvideo/transcode/video/live/201903195623330Ci9D8opKfn5uycdVzC.m3u8
青藏高原,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20190917/1776031sg92Yl248FvyIEwHJj.m3u8
卓玛,https://rescdn.yishihui.com/longvideo/multitranscode/pic/live/20190806/357773IjwJW5t5JHkgSDhm4F20190813230000015705540-3HD.m3u8
北京欢迎你,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20200316/5623330xNMfl6zgFzJtp4KmNs.m3u8
套马杆,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20200316/5623330y3oE8Rxs4Rmygd3NwS.m3u8
我要去西藏,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20200316/5623330SrPMOGycmf4LVtBPf1.m3u8
云朵,https://rescdn.yishihui.com/longvideo/transcode/video/20190129/5623330jbrJ9K7xz5TmDZEMa8.m3u8
只要你过得比我好,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20201115/5623330CFoxmHWhLt75Y09xXh.mp4
只要你过得比我好(群星),https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20201109/5623330dBQo2PHaCoXyneYTV1.mp4
哭砂,https://rescdn.yishihui.com/longvideo/transcode/video/live/201903265623330b7Y5a9jnTT1ZgnKF62.m3u8
祝福,https://rescdn.yishihui.com/longvideo/transcode/video/live/201905145623330aCm0SD3BtrQpdu4aE0-safe1600664112.m3u8
梦醒时分,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20200523/5623330Vw1jOChC0fofHlT3Bw.m3u8
人在青山在,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20200615/5623330f1vpZ2KwRdxuU6NwBp.m3u8
我和你,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20200615/5623330a89QV1ykCAfSGyH6QE.m3u8
沉默的母亲,https://rescdn.yishihui.com/longvideo/transcode/video/vpc/20200506/5623330vFNS6CS9tiqFS7rZAs.m3u8
奉献,https://rescdn.yishihui.com/longvideo/transcode/video/live/201905095623330xvoKi86bNehL7siFEy.m3u8
潇洒的走,https://rescdn.yishihui.com/longvideo/transcode/video/20190211/5623330hARITCFGlPjuV3gh1D.m3u8
似是故人来,https://rescdn.yishihui.com/longvideo/transcode/video/20190212/5623330AcllmC0HGNfgNlsEZQ.m3u8

一对旧皮鞋,https://rescdn.yishihui.com/longvideo/transcode/video/live/201905165623330OE3C8kacHqodislfe0.m3u8
得意的笑,http://qukufile2.qianqian.com/data2/video/2dafdf92616b6c8ccd1f28c40ce7b5c2/607973321/607973321.mp4
张惠妹-我可以抱你吗,http://vodcdn.video.taobao.com/oss/taobao-ugc/f4428d3e798c4d279f90ba68a5b06dfa/1520326486/video.m3u8.m3u8
孟庭苇-冬季到台北来看雨,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/Pd8qTC385qKJVXaXcKj%40%40hd.m3u8
孟庭苇-真的还是假的,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/vhJvCIZiDOz7f6VTCON%40%40hd.m3u8
孟庭苇-风中有朵雨做的云,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/Cg9qI5imMInpPvK5Mnm%40%40hd.m3u8
孟庭苇-你看你看月亮的脸,http://vodcdn.video.taobao.com/oss/ali-video/6e098f7b47614885845efb7a45998eb1/1465875165/video.m3u8.m3u8
孟庭苇-雾里看花,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/fi3PjAgsnTjwzAvSboT%40%40hd.m3u8
孟庭苇-红雨,http://vodcdn.video.taobao.com/oss/ali-video/a816f01838e07c4dac5f8612331bca63/video.m3u8
孟庭苇-无声的雨,http://vodcdn.video.taobao.com/oss/ali-video/6d404a897abb4526c94bb5f72dc566952/video.m3u8
孟庭苇-谁的眼泪在飞,http://vodcdn.video.taobao.com/oss/ali-video/bfcfddb1694a43957962294c2f75bdfb/video.m3u8
孟庭苇-一个爱上浪漫的人,http://bizcommon.alicdn.com/l2nDqpMmn6DGHnWzZQA/DpBYbctgwaRj7bEYzFn%40%40hd.m3u8
孟庭苇-风里的梦,http://vodcdn.video.taobao.com/oss/ali-video/626e2336b5e9765e14ba22a617fd6223/video.m3u8
毛宁-晚秋,http://vodcdn.video.taobao.com/oss/ali-video/95751adaad64e6ca860b18f4855cd94d/video.m3u8
毛宁-蓝蓝的夜蓝蓝的梦,http://vodcdn.video.taobao.com/oss/ali-video/6d5a8c2e7667e3d6138246a45571d1f7/video.m3u8
毛宁/杨钰莹-心雨,http://vodcdn.video.taobao.com/oss/ali-video/0191a1eb6017684a3641a51d32c9633a/video.m3u8
杨钰莹-轻轻告诉你,http://vodcdn.video.taobao.com/oss/ali-video/1905c60363f40cea52f342ec59132da0/video.m3u8
杨钰莹-我不想说,http://vodcdn.video.taobao.com/oss/ali-video/cc97a07de2cac88c025590ef874253fc/video.m3u8
